 URL, Mobile_Performance, Mobile_Accessibility, Mobile_Best_Practices, Mobile_SEO, Desktop_Performance, Desktop_Accessibility, Desktop_Best_Practices, Desktop_SEO
https://www.medstarhealth.org/blog/162,21,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/163,18,72,67,57,28,72,67,57
https://www.medstarhealth.org/blog/164,24,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/165,26,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/166,25,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/167,21,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/168,23,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/169,25,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/170,23,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/171,25,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/172,21,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/173,21,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/174,20,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/175,22,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/176,20,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/177,17,72,67,57,20,72,67,57
https://www.medstarhealth.org/blog/178,25,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/179,22,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/180,24,72,67,57,19,72,67,57
https://www.medstarhealth.org/blog/181,25,72,67,57,20,72,67,57
https://www.medstarhealth.org/blog/182,20,72,67,57,27,72,67,57
https://www.medstarhealth.org/blog/183,22,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/184,26,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/185,19,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/186,25,72,67,57,19,72,67,57
https://www.medstarhealth.org/blog/187,24,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/188,20,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/189,19,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/190,24,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/191,22,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/192,19,72,67,57,18,72,67,57
https://www.medstarhealth.org/blog/193,23,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/194,20,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/195,20,72,67,57,19,72,67,57
https://www.medstarhealth.org/blog/196,24,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/197,27,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/198,19,72,67,57,18,72,67,57
https://www.medstarhealth.org/blog/199,21,72,75,57,24,72,67,57
https://www.medstarhealth.org/blog/200,24,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/201,25,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/202,24,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/203,19,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/204,25,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/205,24,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/206,16,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/207,26,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/208,24,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/209,20,72,67,57,18,72,67,57
https://www.medstarhealth.org/blog/210,20,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/211,19,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/212,21,72,67,57,20,72,67,57
https://www.medstarhealth.org/blog/213,22,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/214,19,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/215,25,72,67,57,20,72,67,57
https://www.medstarhealth.org/blog/216,22,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/217,24,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/218,24,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/219,25,72,67,57,27,72,67,57
https://www.medstarhealth.org/blog/220,23,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/221,25,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/222,19,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/223,22,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/224,23,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/225,23,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/226,28,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/227,26,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/228,23,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/229,26,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/230,25,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/231,17,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/232,22,72,67,57,27,72,67,57
https://www.medstarhealth.org/blog/233,21,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/234,23,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/235,21,72,67,57,20,72,67,57
https://www.medstarhealth.org/blog/236,26,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/237,26,72,67,57,27,72,67,57
https://www.medstarhealth.org/blog/238,25,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/239,20,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/240,23,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/241,22,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/242,21,72,67,57,24,72,67,57
https://www.medstarhealth.org/blog/243,24,72,67,57,20,72,67,57
https://www.medstarhealth.org/blog/244,26,72,67,57,26,72,67,57
https://www.medstarhealth.org/blog/245,23,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/246,20,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/247,27,72,67,57,27,72,67,57
https://www.medstarhealth.org/blog/248,19,72,67,57,21,72,67,57
https://www.medstarhealth.org/blog/249,22,72,67,57,25,72,67,57
https://www.medstarhealth.org/blog/250,23,72,67,57,23,72,67,57
https://www.medstarhealth.org/blog/251,25,72,67,57,22,72,67,57
https://www.medstarhealth.org/blog/252,20,72,67,57,26,72,67,57
https://www.medstarhealth.org/classes-and-events/diabetes-self-management-support/,37,90,67,57,46,90,67,57
https://www.medstarhealth.org/classes-and-events/diabetes-self-management-support/diabetes-self-management-support-20230119,36,90,67,57,46,90,67,57
https://www.medstarhealth.org/classes-and-events/diabetes-self-management-support/diabetes-self-management-support-20230126,38,90,67,57,40,90,67,57
https://www.medstarhealth.org/classes-and-events/diabetes-self-management-support/diabetes-self-management-support-20230202,49,90,67,57,51,90,67,57
https://www.medstarhealth.org/classes-and-events/safe-sitter-at-medstar-st-marys-hospital/,30,92,67,57,36,92,67,57
https://www.medstarhealth.org/classes-and-events/safe-sitter-at-medstar-st-marys-hospital/safe-sitter-at-medstar-st-marys-hospital-20230121,40,92,67,57,26,92,67,57
https://www.medstarhealth.org/classes-and-events/safe-sitter-at-medstar-st-marys-hospital/safe-sitter-at-medstar-st-marys-hospital-20230325,33,92,67,57,26,92,67,57
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-weekend-express/,46,90,67,57,41,90,67,57
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-weekend-express/prepared-childbirth-weekend-express-2022-12-10,23,83,58,50,23,83,58,50
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-weekend-express/prepared-childbirth-weekend-express-2023-02-11,24,83,58,50,23,83,58,50
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-weekend-express/prepared-childbirth-weekend-express-2023-03-11,19,83,58,50,22,83,58,50
https://www.medstarhealth.org/classes-and-events/breast-cancer-support-group-at-medstar-st-marys/,30,92,67,57,29,92,67,57
https://www.medstarhealth.org/classes-and-events/breast-cancer-support-group-at-medstar-st-marys/breast-cancer-support-group-at-medstar-st-marys-20230122,46,92,67,57,35,92,67,57
https://www.medstarhealth.org/classes-and-events/breast-cancer-support-group-at-medstar-st-marys/breast-cancer-support-group-at-medstar-st-marys-20230124,26,92,67,57,28,92,67,57
https://www.medstarhealth.org/classes-and-events/breast-cancer-support-group-at-medstar-st-marys/breast-cancer-support-group-at-medstar-st-marys-20230206,46,92,67,57,28,92,67,57
https://www.medstarhealth.org/classes-and-events/breastfeeding-facts-myths-and-techniques/,35,88,67,57,26,88,67,57
https://www.medstarhealth.org/classes-and-events/breastfeeding-facts-myths-and-techniques/breastfeeding-facts-myths-and-techniques-2023-01-24,26,82,58,50,22,82,58,50
https://www.medstarhealth.org/classes-and-events/breastfeeding-facts-myths-and-techniques/breastfeeding-facts-myths-and-techniques-2023-02-16,20,82,58,50,23,82,58,50
https://www.medstarhealth.org/classes-and-events/breastfeeding-facts-myths-and-techniques/breastfeeding-facts-myths-and-techniques-2023-03-13,23,82,58,50,22,82,58,50
https://www.medstarhealth.org/classes-and-events/infant-feeding-class/,17,90,67,57,24,90,67,57
https://www.medstarhealth.org/classes-and-events/infant-feeding-class/infant-feeding-class-2023-01-25,22,84,58,50,27,84,58,50
https://www.medstarhealth.org/classes-and-events/infant-feeding-class/infant-feeding-class-2023-02-28,19,84,58,50,23,84,58,50
https://www.medstarhealth.org/classes-and-events/tobacco-cessation-classes-session-1/,28,90,67,57,40,90,67,57
https://www.medstarhealth.org/classes-and-events/tobacco-cessation-classes-session-1/tobacco-cessation-classes-session-1-20230202,36,90,67,57,17,90,67,57
https://www.medstarhealth.org/classes-and-events/parents-to-be-workshop-at-medstar/,49,92,67,57,30,92,67,57
https://www.medstarhealth.org/classes-and-events/parents-to-be-workshop-at-medstar/parents-to-be-workshop-at-medstar-20230204,39,92,67,57,45,92,67,57
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-express-online/,25,92,67,57,25,92,67,57
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-express-online/prepared-childbirth-express-online-2023-02-06,23,85,58,50,16,85,58,50
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-express-online/prepared-childbirth-express-online-2023-03-06,17,85,58,50,24,85,58,50
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-express-online/prepared-childbirth-express-online-2023-04-03,21,85,58,50,24,85,58,50
https://www.medstarhealth.org/classes-and-events/stroke-survivors-support-group/,19,92,67,57,21,92,67,57
https://www.medstarhealth.org/classes-and-events/stroke-survivors-support-group/stroke-survivors-support-group-20230214,48,92,67,57,27,92,67,57
https://www.medstarhealth.org/classes-and-events/stroke-survivors-support-group/stroke-survivors-support-group-20230314,31,92,67,57,46,92,67,57
https://www.medstarhealth.org/classes-and-events/stroke-survivors-support-group/stroke-survivors-support-group-20230411,33,92,67,57,28,92,67,57
https://www.medstarhealth.org/classes-and-events/lamaze-techniques-online/,41,90,67,57,42,90,67,57
https://www.medstarhealth.org/classes-and-events/lamaze-techniques-online/lamaze-techniques-online-2023-02-17,24,84,58,50,24,84,58,50
https://www.medstarhealth.org/classes-and-events/lamaze-techniques-online/lamaze-techniques-online-2023-03-10,17,84,58,50,24,84,58,50
https://www.medstarhealth.org/classes-and-events/lamaze-techniques-online/lamaze-techniques-online-2023-04-14,26,84,58,50,19,84,58,50
https://www.medstarhealth.org/classes-and-events/infant-care-and-safety/,42,90,67,57,23,90,67,57
https://www.medstarhealth.org/classes-and-events/infant-care-and-safety/infant-care-and-safety-2023-02-22,23,83,58,50,21,82,58,50
https://www.medstarhealth.org/classes-and-events/infant-care-and-safety/infant-care-and-safety-2023-04-19,24,83,58,50,21,83,58,50
https://www.medstarhealth.org/classes-and-events/infant-care-and-safety/infant-care-and-safety-2023-06-21,23,83,58,50,21,83,58,50
https://www.medstarhealth.org/classes-and-events/complete-childbirth-preparation-series-online/,37,92,67,57,27,92,67,57
https://www.medstarhealth.org/classes-and-events/complete-childbirth-preparation-series-online/complete-childbirth-preparation-online-2023-02-23,23,85,58,50,19,85,58,50
https://www.medstarhealth.org/classes-and-events/complete-childbirth-preparation-series-online/complete-childbirth-preparation-online-2023-04-13,24,85,58,50,20,85,58,50
https://www.medstarhealth.org/classes-and-events/complete-childbirth-preparation-series-online/complete-childbirth-preparation-online-2023-06-01,19,85,58,50,22,85,58,50
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-4-week-series/,50,92,67,57,27,92,67,57
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-4-week-series/prepared-childbirth-4-week-series-2023-03-01,18,85,58,50,21,85,58,50
https://www.medstarhealth.org/classes-and-events/prepared-childbirth-4-week-series/prepared-childbirth-4-week-series-2023-05-10,22,85,58,50,23,85,58,50
https://www.medstarhealth.org/classes-and-events/tobacco-cessation-classes-session-2/,25,90,67,57,44,90,67,57
https://www.medstarhealth.org/classes-and-events/tobacco-cessation-classes-session-2/tobacco-cessation-classes-session-2-20230308,49,90,67,57,44,90,67,57
https://www.medstarhealth.org/classes-and-events/simple-changes-program-at-medstar-st-marys-hospital/,37,92,67,57,49,92,67,57
https://www.medstarhealth.org/classes-and-events/simple-changes-program-at-medstar-st-marys-hospital/simple-changes-program-at-medstar-st-marys-hospital-20230315,24,92,67,57,35,92,67,57
