undefined
https://uat.medstarhealth.org/,24,66,83,43,25,66,83,43,undefined
https://uat.medstarhealth.org/services,28.999999999999996,79,83,50,27,79,83,50,undefined
https://uat.medstarhealth.org/doctors,25,65,75,50,26,65,75,50,
